# Sample flow file,,,,,,,
# Scenario B flow,,,,,,,
# To be processed using flow stress calculator (FlowStress_main.py),,,,,,,
# Robert Morden University of Melbourne February 2024,,,,,,,
,year,month,C1,C2,C3,C4,C5
2011-06-01,2011,6,93.5255,625.1328,587.5103,8465.6546,196.9566
2011-07-01,2011,7,101.121,1221.9734,867.2793,8647.3267,516.7829
2011-08-01,2011,8,73.9219,228.0548,313.7981,1620.0165,4.475
2011-09-01,2011,9,91.5504,391.5313,438.3693,1799.6968,1.4292
2011-10-01,2011,10,273.3585,1650.2787,2016.9364,8232.7554,23.4452
2011-11-01,2011,11,274.8762,1203.3128,1584.0895,11240.2971,17.0185
2011-12-01,2011,12,46.3512,115.9143,307.5729,1336.2411,0.0949
2012-01-01,2012,1,13.5133,91.0105,99.0869,421.412,0.0084
2012-02-01,2012,2,64.9795,122.1215,216.7856,701.4955,0.0298
2012-03-01,2012,3,50.1653,114.4768,196.5707,781.2649,0.2478
2012-04-01,2012,4,24.1518,129.5123,190.0363,919.4312,0.2374
2012-05-01,2012,5,61.9401,299.6241,550.2207,2692.5776,2.5138
2012-06-01,2012,6,254.5297,2301.4309,3440.5454,18235.7622,77.6055
2012-07-01,2012,7,234.4799,1864.2689,2959.2015,11575.0726,14.8986
2012-08-01,2012,8,220.5839,2476.0209,4031.9926,12922.5866,66.4283
2012-09-01,2012,9,100,1089.7606,2422.5068,7129.4869,60.7005
2012-10-01,2012,10,44.4452,235.9074,865.8679,2280.3889,3.8682
2012-11-01,2012,11,22.7242,139.0827,379.9987,1127.8402,3.0993
2012-12-01,2012,12,17.8178,116.6807,172.4983,647.4356,0.1281
2013-01-01,2013,1,2.4631,99.0919,42.0503,204.9387,0.0006
2013-02-01,2013,2,59.6801,104.2748,194.9238,461.9999,0.0269
2013-03-01,2013,3,8.1871,98.3161,40.5509,187.0358,0.0012
2013-04-01,2013,4,3.0547,95.4036,24.7606,155.9844,0.0005
2013-05-01,2013,5,21.7982,109.5905,112.8914,297.6154,0.1242
2013-06-01,2013,6,62.8361,336.8821,963.4139,3374.3537,75.4884
2013-07-01,2013,7,100.6015,657.6303,2155.5343,5314.2896,40.8662
2013-08-01,2013,8,167.0716,1363.1754,4096.6691,9617.1955,242.932
2013-09-01,2013,9,100,540.206,1815.4445,4357.1583,96.8947
2013-10-01,2013,10,112.0848,901.353,2563.9006,7259.2116,156.9606
2013-11-01,2013,11,68.8163,382.5606,913.3036,2622.9095,2.018
2013-12-01,2013,12,18.044,105.5159,257.8972,699.3291,0.0406
2014-01-01,2014,1,5.8985,99.0916,86.9152,310.8264,0.0169
2014-02-01,2014,2,1.5364,88.4592,26.844,142.1287,0.0001
2014-03-01,2014,3,9.2098,100,74.3116,349.6977,0.2484
2014-04-01,2014,4,82.2079,228.69,699.558,2140.4341,14.2022
2014-05-01,2014,5,19.6095,102.2305,159.5459,530.5465,0.1009
2014-06-01,2014,6,231.5991,680.8062,2089.9925,5229.6321,36.9377
2014-07-01,2014,7,100,558.8574,1725.3159,3676.6238,14.6708
2014-08-01,2014,8,48.3837,376.6829,962.985,2917.2852,6.7662
2014-09-01,2014,9,36.6646,156.5201,442.4524,1279.9928,0.6436
2014-10-01,2014,10,25.5423,144.6611,259.2451,715.6776,0.0137
2014-11-01,2014,11,24.4733,136.3842,247.8485,1147.9652,0.9172
2014-12-01,2014,12,5.7342,98.0979,66.7393,466.6376,0.0332
2015-01-01,2015,1,61.2762,148.4284,296.2711,1463.2926,2.0546
2015-02-01,2015,2,28.6616,107.3912,251.0109,861.9716,1.0651
2015-03-01,2015,3,14.9899,100,95.0602,405.6621,0.0237
2015-04-01,2015,4,18.6768,124.72,140.7238,768.4221,0.1053
2015-05-01,2015,5,49.3405,238.9867,488.0149,1748.0806,4.012
2015-06-01,2015,6,16.9203,114.5059,176.7997,975.7285,0.4958
2015-07-01,2015,7,81.6528,329.8705,657.9951,2883.909,1.8382
2015-08-01,2015,8,52.3428,374.6932,651.8951,3231.7454,1.0169
2015-09-01,2015,9,37.0576,190.064,442.1782,1815.5137,2.1884
2015-10-01,2015,10,5.2036,87.9079,86.403,385.764,0.0124
2015-11-01,2015,11,4.0822,89.8121,59.7856,541.1433,0.1853
2015-12-01,2015,12,5.561,87.7676,37.6364,214.9076,0.0049
2016-01-01,2016,1,12.9537,92.6721,51.6005,298.291,0.046
2016-02-01,2016,2,2.9021,78.0216,18.6809,152.6041,0.0078
2016-03-01,2016,3,10.4142,92.5109,76.5821,250.5904,0.0245
2016-04-01,2016,4,2.3029,81.9184,18.519,126.3423,0.0015
2016-05-01,2016,5,100,211.8015,735.0496,1704.4801,7.0063
2016-06-01,2016,6,140.5486,392.3422,1314.0638,2835.4837,7.7835
2016-07-01,2016,7,423.3301,2705.0164,6158.7349,14941.8075,409.8537
2016-08-01,2016,8,138.4683,1088.692,3207.6087,6793.6915,40.832
2016-09-01,2016,9,2068.1431,5334.5859,16297.9655,31598.1174,976.3464
2016-10-01,2016,10,1101.1483,2831.7804,10629.7703,24430.5461,4041.9743
2016-11-01,2016,11,150.5313,127.1554,2065.6676,3378.5916,7.7228
2016-12-01,2016,12,62.8487,105.2236,727.2316,1208.413,0.0794
2017-01-01,2017,1,33.9972,105.8282,291.0891,630.8464,0.2182
2017-02-01,2017,2,36.4609,100,166.3423,455.4844,0.2244
2017-03-01,2017,3,16.6852,103.4208,100,527.4075,0.1438
2017-04-01,2017,4,255.9857,645.6169,1951.0674,7391.7178,237.4958
2017-05-01,2017,5,56.1665,131.0836,438.1901,1914.3006,5.2637
2017-06-01,2017,6,12.9053,106.1782,136.0929,676.8078,0.0907
2017-07-01,2017,7,81.7064,238.305,683.8331,2279.0283,27.0846
2017-08-01,2017,8,100,686.7955,1568.705,5378.6895,127.4276
2017-09-01,2017,9,100,901.361,1940.6792,9524.3756,321.5086
2017-10-01,2017,10,78.7099,291.7618,1079.2827,3226.0686,17.6415
2017-11-01,2017,11,49.9242,180.7726,448.7763,1694.8812,1.7757
2017-12-01,2017,12,43.125,123.1592,263.8735,838.4244,0.3009
2018-01-01,2018,1,16.8191,100,93.1302,491.5711,0.1135
2018-02-01,2018,2,2.7812,89.988,23.2958,168.6499,0.0006
2018-03-01,2018,3,8.8045,100,42.999,180.1536,0.0016
2018-04-01,2018,4,4.1873,95.4924,24.433,148.3221,0.0023
2018-05-01,2018,5,113.5941,390.1216,1122.2526,3117.466,9.9279
2018-06-01,2018,6,67.386,181.8477,517.7412,1523.4254,1.5809
2018-07-01,2018,7,100,623.6691,2118.3723,5511.0686,58.7823
2018-08-01,2018,8,100,645.0076,1776.1465,4162.024,18.9943
2018-09-01,2018,9,21.2437,140.7143,441.6193,1200.4814,0.7789
2018-10-01,2018,10,11.1323,100,174.099,479.1629,0.199
2018-11-01,2018,11,32.2465,130.6418,205.217,798.1957,0.5325
2018-12-01,2018,12,100,166.5742,516.1679,1283.6253,1.9435
2019-01-01,2019,1,14.8396,93.5433,76.0288,266.7376,0.0099
2019-02-01,2019,2,4.6149,85.9891,31.4495,249.2897,0.079
2019-03-01,2019,3,3.311,93.7533,20.2776,163.0384,0.005
2019-04-01,2019,4,1.8934,89.6091,13.3069,122.8304,0.0001
2019-05-01,2019,5,690.3598,1800.261,4921.6322,12154.3358,234.4641
2019-06-01,2019,6,397.7711,2040.1826,4327.7647,11484.2345,441.1314
2019-07-01,2019,7,122.2955,2414.6557,4272.3341,11506.6187,833.4722
2019-08-01,2019,8,307.5522,4037.7816,7790.7281,20033.2279,2646.613
2019-09-01,2019,9,100,826.4921,3327.2912,6382.3145,39.276
2019-10-01,2019,10,48.3901,197.0499,1030.272,2208.9289,3.9879
2019-11-01,2019,11,100,305.7153,930.999,2510.5399,7.7147
2019-12-01,2019,12,14.0046,103.1233,184.197,517.4573,0.0406
